slide_id,label
11817697-9ee0-493e-96b9-72fb42bb92f1/TCGA-D3-A3CF-06Z-00-DX1.34257FE7-9EF7-454E-8384-3BB81771F629,0
15815161-77c5-43ca-9793-d4e63b3bf8b1/TCGA-D3-A5GN-06Z-00-DX1.3E767456-45E7-43CD-B5CD-2162C7EB4B05,1
163f044f-4ca2-4516-8995-e8421a1df6ce/TCGA-D3-A1Q6-06Z-00-DX1.01DE293A-473C-4011-88DF-4863F7CE1843,1
18a6b229-aa29-42c7-916e-73badb4a6a21/TCGA-GN-A263-01Z-00-DX1.94D0B4EA-8AF9-415E-9D08-BF1F9903D468,1
19c863c7-3ce7-44c4-aece-73fefdf6c569/TCGA-FW-A3I3-06Z-00-DX1.C00AB7EB-C272-4B74-B540-47B31D731EDB,0
19de5c45-87b3-40c3-b4d6-8f1a8f76d115/TCGA-D3-A5GL-06Z-00-DX1.94EB7EB4-7906-4D03-BBF3-D25BD7517D91,0
1adcad54-b9ec-49fe-b7b9-94e63a45169c/TCGA-GF-A2C7-01Z-00-DX1.4EA83FC1-52B0-448B-B6CE-587310012DBB,1
1b6e1dbf-8c30-49a4-8dd0-5b4ac2479924/TCGA-ER-A194-01Z-00-DX1.60EDD566-BE2B-4199-9C07-63E938C5CDB4,0
1c451cf0-f212-482c-b163-1abfbbbbb31d/TCGA-HR-A5NC-01Z-00-DX1.F8577EB3-C670-4DDB-9EDD-B8681CE2D664,1
1e09b898-e2ce-472d-a856-e2dbe04b9095/TCGA-BF-A5EP-01Z-00-DX1.71203389-D158-4FBC-B55C-D1829AE33F77,0
1e38fc46-d5c5-40c6-95ef-ba9559df20fa/TCGA-D3-A8GR-06Z-00-DX1.B5B05EF4-7ECC-435C-BEFE-F0D9786B6D4B,0
206f2c6a-66d0-4ffe-8941-a6bb5b6c003c/TCGA-FR-A69P-06Z-00-DX1.D4CEAE91-6400-4FA0-A34D-5E56A8382CEA,0
2071b8df-5d3f-453b-ab2e-f22fd9a93d95/TCGA-ER-A19T-01Z-00-DX1.20DA5FB3-D467-4FE0-A72F-CEB9DCA48E8F,0
21393e04-ba80-4960-b3e5-211a9ba82224/TCGA-EB-A5UN-06Z-00-DX1.A3554E02-198F-48CA-A055-FF9D617C2B11,1
21dc1039-3f54-4f09-933b-a03c9d2a9245/TCGA-BF-A3DN-01Z-00-DX1.4A5A739C-FB1D-44A5-9CE2-FC4966D843B6,1
22737292-1d31-4875-90cc-6a87b59ca4d0/TCGA-FS-A1Z7-06Z-00-DX7.6E09A9E9-82D9-4D29-9E7F-14BC9C5DC105,1
2369c69b-2065-4913-bfd9-5d7b0506c1e7/TCGA-FS-A1ZU-06Z-00-DX3.0C477EE6-C085-42BE-8BAD-E3D6935ABE48,0
2540f369-c624-4487-bbe8-1cf78c2a028f/TCGA-GN-A4U4-06Z-00-DX1.A9927319-9AE2-46A1-B68D-435E47CA2E09,0
25a9c2ae-a0b1-47b9-8961-a53f5c2638b3/TCGA-D3-A8GD-06Z-00-DX1.77C57515-41B8-4ACF-A205-6199D568AC19,1
279cbaee-a6a7-45e0-95db-158ab6186cfa/TCGA-FS-A1Z7-06Z-00-DX9.7F36F443-CADB-4146-8B26-82E60DC88E55,1
286a5c62-fe96-4c7c-a32b-de6527a6e4a8/TCGA-XV-AAZW-01Z-00-DX1.26C215F6-0EFA-42D9-A3EF-58466997594B,1
294d319f-1a8b-40c5-9ed5-0f81f9b8cae7/TCGA-EB-A44N-01Z-00-DX1.C36462FD-3059-4652-9E6B-2BE0B2CBC9BF,1
2ac70d19-8e3c-417a-bca5-d811fa1a3f2f/TCGA-WE-A8ZX-06Z-00-DX1.10C85249-C309-4801-A21A-ADA9900239C4,1
2b0aea10-2963-4db4-8b40-f89ee679a67d/TCGA-EB-A5SE-01Z-00-DX1.2E10E7EF-B902-479F-ACBF-E852836FF7B9,1
2d190099-a1d6-4be4-a5ec-dcc41a3eded6/TCGA-EB-A3XC-01Z-00-DX1.F50679D7-D525-4F20-980F-AF43D7E9EBE6,1
2e2b1176-4737-4148-a235-551f0279eb17/TCGA-BF-A3DJ-01Z-00-DX1.79340B5A-D0BC-410B-807E-D0B18239DBC4,1
30c971ec-ea4d-4c56-8335-ab2fa56e3f37/TCGA-WE-A8K4-01Z-00-DX1.C2B24058-E4F7-4AE2-9527-7BF524A6C3F3,0
31488f1c-5b07-464e-b04a-5f34226291eb/TCGA-D3-A3MO-06Z-00-DX1.F375C5A1-723B-4F61-B1AB-6AF1B944A327,1
31fe0eff-5824-4ca4-9829-f42695fd8aca/TCGA-BF-A1PU-01Z-00-DX1.CB0A52E3-16A9-46B2-BBE1-149A6CAAB9CF,1
324eadf0-060c-462f-92bb-ea996818e343/TCGA-XV-AAZY-01Z-00-DX1.77D5F2CA-1A90-4F8B-86A2-29A9597B7373,0
345252d8-e4f7-4359-9267-d6c16eb03c49/TCGA-FS-A1Z7-06Z-00-DX2.1DEA2824-A11B-4AD0-9F77-0D7149A0FFD7,1
345c4ef3-679e-4a0e-b4af-a485865b7f3d/TCGA-EB-A5KH-06Z-00-DX1.BBB3714B-4514-437F-BD3F-72783EC861C3,0
361d8085-7374-4725-a6b2-6c6ea0a59b1e/TCGA-WE-A8ZM-06Z-00-DX1.07BB6E6F-6B7C-4924-B43D-D47ABD76C0BE,0
3650d006-3b5d-40cd-9cad-fb98937f3737/TCGA-EB-A4P0-01Z-00-DX1.9B525DEA-619A-43B6-B9C4-BB98511DEE56,1
37639dcb-c628-429c-944f-ad1d776aa006/TCGA-D3-A3C7-06Z-00-DX1.A58D75D7-369A-4CC0-B2AB-E781AA162915,1
38aa6a17-b44d-4e2d-a5b2-5ccb7ad2a298/TCGA-FS-A1ZM-06Z-00-DX2.084DE89E-6D04-494E-8001-5E02A94F93B9,1
39599fc3-60c6-4fb6-958d-33d439b72ff2/TCGA-EB-A3XE-01Z-00-DX1.DC27C8AE-FA5B-438A-8C90-B5E66E9F489C,1
39e8320a-fd18-444d-99ac-8d8bf73e81f5/TCGA-FS-A1ZW-06Z-00-DX8.C3BC9286-EB9E-4911-A310-357C133897E6,0
3b79785e-0b02-45dc-b7d7-63ca6eecbfbd/TCGA-GN-A8LL-06Z-00-DX1.DABC3E96-ECF2-4FA2-AC0F-B7D75DCD0EE5,0
3c173a0e-4bfa-4d91-98a2-e9ae5b24faeb/TCGA-EB-A553-01Z-00-DX1.5DB62584-E538-4C83-8996-7F3AD478F4F1,1
3c1b2053-18b7-4822-b27a-2ef4796260fb/TCGA-D3-A51T-06Z-00-DX1.90803497-46D5-4967-91D3-CB294605772E,1
3cdabb85-888e-4392-9fbe-bbf896579a8d/TCGA-D3-A51H-06Z-00-DX1.33682556-776F-42B4-BA36-05E973FF276E,0
3d3794ec-04ba-4ce4-8c63-e09dee4f597f/TCGA-D3-A8GO-06Z-00-DX1.357CD90F-23D3-45BB-BA13-DCF5AED677C1,1
3e581180-e0e7-4a6d-a96c-81be39f66886/TCGA-GN-A268-06Z-00-DX1.07874075-CD90-4E27-B5AA-D27741047B7B,0
3e7c79eb-5508-4920-bd03-5f802dc79e79/TCGA-GN-A4U5-01Z-00-DX1.809E353D-07E7-4AC7-9ABD-8D59E59E4897,1
406d2af7-bf08-49d3-91f7-9e7b5ed57247/TCGA-EE-A2A0-06Z-00-DX1.270C855C-3B9F-4927-ABDA-35829213FFDF,1
40bcb89b-3f07-49a9-9bbc-280e4a0e4a41/TCGA-IH-A3EA-01Z-00-DX1.4CB876AA-E46B-4C4C-B6B3-3EF3C4525E7F,1
40f72555-1818-40ed-8c0d-c5939f173209/TCGA-FR-A8YE-06Z-00-DX1.3B3CEEB1-86BF-4B7D-A6B8-5421552F6CCB,1
40fae70d-723f-40bb-9aab-cb8452a57c9b/TCGA-EB-A5UL-06Z-00-DX1.1E65A435-D10E-416E-A23B-6C31BAA9A975,0
428f3fbb-413d-464a-b27e-1da07456daf1/TCGA-ER-A3ET-06Z-00-DX1.8EBAFF1A-E8FE-446A-8A10-FF4F031B2B14,0
43116fe4-e179-4114-a3c5-233232bacf50/TCGA-WE-A8ZN-06Z-00-DX1.9134D58D-8DE3-4310-9E0E-8095CF3FDA6C,0
43aeb055-d4a9-42fc-9a97-3422c301a872/TCGA-D3-A2JA-06Z-00-DX1.B2D576DF-C876-4385-9F85-23ACBDF30AF7,0
4465db67-b865-48c9-af75-846170f8bb92/TCGA-D3-A8GK-06Z-00-DX1.EB94CDEC-CA59-4901-B979-0B22132BCA0E,0
44f988cb-1896-4f12-95f0-84044d4677fd/TCGA-FS-A1ZW-06Z-00-DX2.EBF59BD5-B85F-4FDF-B52C-2062F03BA59E,0
4517f63e-a7e3-4fbf-9832-88dcb0502f69/TCGA-EB-A97M-01Z-00-DX1.631C79E5-6973-4BA2-A4B3-E57B3991851A,0
455980fb-ddb4-464b-99e2-e2c207a62ba2/TCGA-ER-A42L-06Z-00-DX1.EFC23C96-F0A5-4ADA-BE77-11B967531BEC,0
466b1b5d-a62b-4a67-b9a9-85522990b77d/TCGA-FS-A1ZN-01Z-00-DX6.465E4569-54BC-4EF0-AE51-0995B2967914,1
46795141-8c99-4111-ad3c-35a3dfdbfaa6/TCGA-EB-A299-01Z-00-DX1.22F1489B-6A55-411D-816B-C5DFD1A7BE52,1
46d28917-c2c2-4110-a8c4-356c0543e30b/TCGA-FS-A1ZW-06Z-00-DX9.0DDE021F-F82C-4329-8032-D75E99FE6348,0
476db480-9da0-4f40-9a5f-2c493271bc36/TCGA-GN-A269-01Z-00-DX1.8DEB7375-C896-48F9-903F-5BA1384B10D7,1
483691a5-23b1-4788-90c5-1c136e4c09fa/TCGA-WE-AA9Y-06Z-00-DX1.83813BA4-04FA-4AEA-A50D-B962A753A59E,0
48c8d5ed-32f7-413c-b65d-b8a04b09bebd/TCGA-FS-A1ZC-06Z-00-DX2.D276DA18-BE05-4E67-9C91-DB2560078E3B,1
49574d29-c10c-4e63-822f-03b052b55ce9/TCGA-GF-A769-01Z-00-DX1.17FA4EC6-053F-4F98-AF08-FA609776CDB9,1
49c7c9aa-e45e-406c-a446-b20aae8be719/TCGA-EB-A4IS-01Z-00-DX1.4012788D-5127-4471-AED3-0D3E29CFC4B1,1
4a39e10d-bfaf-4254-b56e-11a298194640/TCGA-FS-A1ZN-01Z-00-DX8.B2DB6F82-BB70-438B-94BD-C621E9C9ECE7,1
4c0f719a-0352-424e-8da8-13012832cc8a/TCGA-D3-A3CE-06Z-00-DX1.145E1202-3B59-40D8-A8B6-33B3A26E7282,1
4c11b0fd-bbba-4b6c-ae88-159303224b74/TCGA-XV-A9VZ-01Z-00-DX1.D8D2E930-0749-485E-B300-A40C037A7785,0
4cc7657a-61a7-4ef3-87ae-d75f2fde0d86/TCGA-D3-A1Q4-06Z-00-DX1.6AD7BBBD-BB47-4D71-B467-7694A441D0BA,1
4d0b6781-0a80-4455-88a7-c1113511eb4f/TCGA-D3-A3CC-06Z-00-DX1.6C3A3EDF-F69F-4719-B4A7-DC32118051CB,0
4d700298-3c88-4c74-b35a-bd374b460f10/TCGA-FS-A1ZU-06Z-00-DX2.915D16DA-7F85-4B15-A325-E3B03BDB20CD,0
4e5babeb-f34e-44d5-8754-868a74dd2181/TCGA-D3-A2JB-06Z-00-DX1.BA8C1987-4474-47FE-8FDC-D15C2A41AC90,0
4edebcb7-cb76-430d-84af-1ca2a9021533/TCGA-EB-A42Y-01Z-00-DX1.C2F1ACDE-A147-4CAD-AB46-B1A4632BB4A7,0
4fff1e48-f6b4-41c8-9ba3-077056c86113/TCGA-GN-A9SD-06Z-00-DX1.B013023E-1764-4607-B86E-CE984CBBFB1B,1
50cbae4c-114f-43f5-913c-3461c474f4d4/TCGA-EE-A3JA-06Z-00-DX1.616ADF60-1EBE-4082-97D8-25AFEF393429,0
5196465d-bb6a-49cb-8e6e-44be9e2bc477/TCGA-EB-A430-01Z-00-DX1.96CA9E52-03F0-4565-959D-B9BB5F95EB9D,1
525bb053-2ca4-46ae-b294-3fb6aad4304a/TCGA-EB-A5SH-06Z-00-DX1.2C9CB59B-C09A-487F-BAB7-E71F84DDB985,0
52c3a3c2-1d3e-4710-bb0c-94bbceefe531/TCGA-D3-A2JK-06Z-00-DX1.B53201B1-E21D-4275-9D5D-31890053171D,1
52fb8be9-0784-4de1-91d4-02e713784d86/TCGA-EE-A29R-06Z-00-DX1.5CE08E24-7D53-4E85-94CB-76296177D92A,0
57f7d3b6-3022-4c1b-ac2c-5ce5b265aa43/TCGA-WE-A8ZY-06Z-00-DX1.A17BD770-E488-4B3C-9FBA-0CDE316BC3EC,0
5802b8b8-01ba-4fad-8243-d85d18f5558a/TCGA-EB-A6QY-01Z-00-DX1.F6C8B1E9-42E1-4F97-AADF-6A6C14637BBF,1
5ab9fc36-63b7-4097-a579-745932dcd1ac/TCGA-D3-A1Q1-06Z-00-DX1.7E87AE47-8145-464D-AFBC-82DEAC42F492,0
5be3546c-2b5d-4b08-90e0-f0d849309f5a/TCGA-XV-A9W5-01Z-00-DX1.5FE52223-15BC-4DA0-A901-F7E4730AB6E7,1
5c3d8d42-a5d5-49a0-a9c1-55e53cfb99df/TCGA-D3-A51J-06Z-00-DX1.A292E5D2-B00F-400B-875D-6C57E215A29E,1
5c892007-e39a-4946-a9a0-0cb356c54daf/TCGA-D3-A51N-06Z-00-DX1.D5CB4EEA-2764-438F-ABAF-F875559F9CBC,1
5d1dcb44-0b1d-417d-b374-016350df7216/TCGA-D3-A8GV-06Z-00-DX1.55C6D578-36A6-474B-8DD5-F8FFD41635B6,1
5e840b17-b9cd-491a-8545-e7eff06b1ef6/TCGA-FS-A1Z7-06Z-00-DX5.8F583629-BB0D-46AD-97A7-42C7E871760E,1
6333192f-0808-4e20-9bfa-a229bbb1f6a7/TCGA-EB-A51B-01Z-00-DX1.BC8C3CE2-CDF5-4BCE-A766-71652F40EFCE,0
63de042b-91e5-470a-b029-addff8707c90/TCGA-D3-A3C3-06Z-00-DX1.E5A8F232-C772-461D-A997-BF97599E4E66,1
653ccd11-8720-4ff4-972b-f265bcf89ba7/TCGA-ER-A196-01Z-00-DX1.54FAFEC7-851D-4D8A-9F25-B334F52548D4,0
6654f349-ac86-4484-995f-33ae4543f2bb/TCGA-EB-A550-01Z-00-DX1.10817DE0-BB6B-4539-9945-7B1B5B314C83,1
671775f5-afe3-4ab9-b588-ce2a4b1ddeec/TCGA-EB-A4XL-01Z-00-DX1.5E5511C0-7E5B-4412-8FB0-F0085A1B01EE,0
681993ac-5021-460f-a4f4-e93694d5a8ed/TCGA-BF-AAP4-01Z-00-DX1.BDD3060D-2FC8-4792-807B-B37D2B09D35B,0
6a20e48f-7578-407c-926f-bff46a01615a/TCGA-WE-AAA0-06Z-00-DX1.32141783-F374-42AC-A8EA-477B2DB14923,1
6a2e259b-2557-40df-85eb-9deb73b004cd/TCGA-FS-A1ZW-06Z-00-DX1.C13CB8ED-CD54-4A07-AAC1-845D7A31CD8B,0
6a5b4836-fff0-4994-8caa-bd198f9ffa4f/TCGA-BF-A3DL-01Z-00-DX1.19B241AC-405E-4C47-8582-7B8B6C6D58CE,1
6a7e22c9-067c-40cd-9565-f68e786c1cc7/TCGA-ER-A2NF-01Z-00-DX1.1468DD2D-6AC8-4657-A02E-E520668C676F,0
6bbf45cc-83d1-4481-a43a-a0a430512a71/TCGA-GN-A4U9-06Z-00-DX1.2CDE342D-969E-498C-80C8-9D37C6A2B0F1,0
6d6c0c16-b5be-4ef5-a625-b1ef5e0cede2/TCGA-WE-A8ZO-06Z-00-DX1.6679C145-BB41-4696-96FE-94646701122F,0
6d947f96-1b6c-43a8-8fda-a4659b0511ba/TCGA-D3-A3C8-06Z-00-DX1.FE6A00E4-C1B4-42D8-9B02-34AF74F61C94,0
6f678377-2921-4c1a-b4ff-cc6ed342d7ee/TCGA-BF-AAP6-01Z-00-DX1.EFF1D6E1-CDBC-4401-A10C-B6475D6621AA,1
6ff674c4-f7c1-423c-bde2-3bad1e24e843/TCGA-D3-A2JN-06Z-00-DX1.0AA7684E-2886-4A00-B808-39EA790B825A,1
729436cc-4778-43c6-8cd3-0256c661fe53/TCGA-FS-A1ZW-06Z-00-DX6.0865819A-D6FF-4715-9B37-3B2A3462319D,0
72ed6597-5f68-4ed0-b3ed-79ee34f00e2a/TCGA-FS-A1Z7-06Z-00-DX1.7DD0AE3F-7305-4CA4-9A8D-118A59DE2328,1
73eb430f-e64a-465d-9a65-422a631734f3/TCGA-EB-A5UM-01Z-00-DX1.6F0E5CD6-FE4C-46F9-A095-59CF750A053A,0
757d95a2-efa0-475c-b21c-13b1df186def/TCGA-EB-A85J-01Z-00-DX1.F297CAB5-A709-4782-8D83-C23E0949B03A,0
75bec87f-e3d3-4b0c-b6b6-79740eb8b708/TCGA-D3-A3C6-06Z-00-DX1.AEAFE336-C5BC-4EC0-A869-14DCB44700CD,1
75c9a9f7-b869-4106-83ee-f16066143352/TCGA-D3-A1Q7-06Z-00-DX1.25BEC48C-7909-4D71-B428-F25F8105C409,1
75ea37ad-0745-4820-bb4c-810b77dfbb48/TCGA-BF-AAP7-01Z-00-DX1.E3AD2956-2918-459A-B6B0-E4662587AF3B,1
77054af4-4647-4e63-ac95-5b0c0ae79407/TCGA-EB-A6R0-01Z-00-DX1.9A8D78EB-C83D-4829-A1E1-877B847D010F,1
77475054-663f-4d49-b7a0-2d8cdc5e11b4/TCGA-XV-AAZV-01Z-00-DX1.EBADFAC9-8696-4A32-A768-785D32D46CB5,1
787843d4-ef84-4468-926a-e72fb95ad3e8/TCGA-EB-A42Z-01Z-00-DX1.FD9A9A45-2333-43FB-A9F4-E429CDD8E8AF,1
791100ff-6207-40c4-a7e0-ed8c29c632d6/TCGA-FS-A1ZN-01Z-00-DX1.7A4FB831-E03E-43B3-9CD9-8441682F146C,1
798011a7-cc5b-42b2-85f2-fa649b49fa7e/TCGA-FS-A1ZN-01Z-00-DX2.78D26246-C824-450A-B055-BDC9BBC38D2B,1
7a957c2f-a2a6-4f7b-ab65-4b5c9229f4c5/TCGA-D3-A5GU-06Z-00-DX1.17B59BCE-262E-4575-ABDE-7F01BDAEAF1E,1
7c64a88b-94bc-40a4-8c90-fe9c6778c0d5/TCGA-GN-A8LK-06Z-00-DX1.C529E9FC-003A-4E7D-A423-7FADCCE6089C,0
7c988cdd-4f80-4d77-a5a3-19a990faf0fc/TCGA-GN-A26A-06Z-00-DX1.2294E1F5-CAE6-459C-A27C-04235DAA77C6,1
7e7e9be4-7785-4fcf-a0c3-84d51e926d6f/TCGA-D3-A8GC-06Z-00-DX1.F46C95E6-FF24-431F-9E86-1C29CE71524D,0
7f341f37-80cc-48a1-a978-70e279e4f853/TCGA-FS-A1ZN-01Z-00-DX9.70815334-6AEE-45EC-A76F-132BD19F4B33,1
7f541cbe-f321-4405-9cdb-65fff674235d/TCGA-D3-A8GE-06Z-00-DX1.757AE9F7-823E-4167-B12C-F6DA031B21D1,0
7fc7ee68-a205-45fa-a41a-12fd667f02bc/TCGA-D3-A1Q5-06Z-00-DX1.A94CEB2F-27BA-4D90-B52F-3C8F86BD6F14,1
7fd98339-5c2d-49b7-8a67-f20d177c2d74/TCGA-EB-A82C-01Z-00-DX1.11DBF5EC-C481-4F3D-A6EA-88644D7487A7,0
8007822f-e9fe-4e33-80ce-1332f7097e97/TCGA-D9-A1X3-06Z-00-DX2.B7119EA5-DADA-456F-B4A0-BF45E44E0BCF,0
8074e1ce-6e9a-46cc-8917-a12fbb73a8b0/TCGA-EB-A3Y6-01Z-00-DX1.95CD1743-DDC4-4ABF-8C48-1C93FEA54D13,1
826728d5-5d8c-431e-a08d-ad4e55019113/TCGA-YG-AA3N-01Z-00-DX1.21350D99-44EB-42AF-83F8-90A059952FE4,1
8273a235-8f07-47cc-9a2a-65a6993c4a41/TCGA-FS-A1ZN-01Z-00-DX4.06F2FBB4-52C0-42C2-A497-3F65EEAFE5BE,1
82afde87-ee4c-41e1-88fc-b28b015fcc80/TCGA-D3-A2JF-06Z-00-DX1.1AD134CC-6844-45CC-BEC2-46F487356703,0
838dbc77-3ca1-4e1a-9785-0c3f1f4985b8/TCGA-D3-A5GR-06Z-00-DX1.5621C88A-0C9E-47D9-8458-A473B7BD28B7,1
857184af-d3c0-4c4c-93d7-362cc628aac7/TCGA-EB-A3XD-01Z-00-DX1.B0C8A3FE-21A5-4807-9343-0BFD9DFCA458,1
85720803-2db4-4e3b-a35a-e96ec73a4e0d/TCGA-W3-A824-06Z-00-DX1.29C5C32A-10D0-44C9-A54A-6568BC8DDBC8,0
864bb722-cf23-40b4-9473-503e8b1436ab/TCGA-EB-A4OZ-01Z-00-DX1.1E6DD3CF-EEAB-4EA7-9386-2E0044EBEEC5,0
86cf1c96-bc15-4e1b-ab59-df47e5dad711/TCGA-GN-A4U7-06Z-00-DX1.4323B2C4-AFC3-454E-AD19-52A52D2636FA,1
8846fe87-dbd3-4664-b8a2-c233829c7a6b/TCGA-EB-A1NK-01Z-00-DX1.655D7734-ADAD-4F3E-A82B-0C24EB6C9E79,0
892c3862-bbc3-41a3-84cb-616ca8e6861b/TCGA-FS-A1ZN-01Z-00-DX7.350F3A9C-29B0-42D6-808F-EC671D923B8D,1
8c5b7b1e-9da7-4686-a3ac-635575aa5c56/TCGA-D9-A3Z4-01Z-00-DX1.5807DC41-0370-4F3C-8ECB-4A12B81C8FC7,0
8caf58bd-2513-4fa9-8dea-632e1700c3d0/TCGA-D3-A2J7-06Z-00-DX1.57EC1671-0AA2-426D-BD5D-251AC0C63556,1
8db466fa-e1ef-4691-b707-1170d7841ac3/TCGA-EB-A3HV-01Z-00-DX1.5DBE221C-26F1-4570-90CB-74F06CF96567,1
8eaf337f-dc96-44e8-9b3a-632695f10433/TCGA-GN-A4U3-06Z-00-DX1.5D929F92-4E32-4AE7-9CDA-16E9C63ED751,0
8fa4102a-33e3-49c6-bee3-556b139a8c63/TCGA-D9-A3Z4-01Z-00-DX2.6EE916B0-7119-41CE-9754-37CD8E5CB1C2,0
90a3bc8f-20d9-41b5-a092-24727574be53/TCGA-D3-A2JC-06Z-00-DX1.C5D339EB-672E-41B5-BB6F-008D22E84E1B,0
9209172e-89b8-4bba-bfca-0cb480beba2a/TCGA-D3-A2JP-06Z-00-DX1.5418E86B-EF73-4430-B322-AE6D88CE04F0,1
922ca314-1dca-47dc-8a5c-576f093056cc/TCGA-D3-A8GN-06Z-00-DX1.B946963A-067D-4823-878C-DB46EC2ACAEF,1
92d9d7e8-a3a4-4384-83fa-4cfb1153dd22/TCGA-GN-A26C-01Z-00-DX1.E6395A6B-21CA-4994-9F01-738B915ADFB8,0
93a1aa52-226b-4834-8f35-249f14fd6b71/TCGA-EB-A5SG-06Z-00-DX1.8F2E4ACC-53DF-4540-86AA-EF1CBBAABA10,0
93c4465c-5492-4507-8635-ede530c18ab6/TCGA-ER-A2NC-06Z-00-DX1.A7FE889C-F0D4-44BD-9373-96577D33C6FF,1
93e09693-118d-4ad2-8cf2-24243947e97b/TCGA-D3-A8GL-06Z-00-DX1.B99BBB77-08A8-4B5C-B1DF-7CB5416CEFF1,0
93ef2a5f-f71f-495f-84ef-4bd64d5a3e18/TCGA-EB-A5FP-01Z-00-DX1.59E7B409-5166-4084-A667-EE52BE109A2A,1
94581107-1852-4b1b-ad33-433ec2b063e4/TCGA-BF-A1PZ-01Z-00-DX1.7732293F-0BDD-4688-A112-5104C38E680B,0
95826eca-8b78-4917-9e88-0d90811c68c0/TCGA-EB-A6QZ-01Z-00-DX1.1773352D-5C62-4FC2-A377-2F73EFA5FCD2,1
96fdca5b-86cb-4209-931e-986f4964e4b0/TCGA-D9-A1JX-06Z-00-DX2.0B0F653F-D2C8-40EE-AF07-5A3DF2E3DD35,1
9834e70e-91dc-47f6-b814-4cff90b13a25/TCGA-FS-A1ZU-06Z-00-DX1.3AF5FEC8-DD45-4B7E-B580-20C0F73AC4BB,0
995cdac2-2bb9-42d7-86c0-06e5b0184d55/TCGA-BF-AAP1-01Z-00-DX1.65888232-80E7-46F0-93D9-CFC6AE1D117E,1
99782351-0db4-49e8-b8b2-a6f781210a98/TCGA-D3-A3CB-06Z-00-DX1.9862D604-C9E7-44BE-99E2-AB9883B1873E,1
997a8a23-4571-4989-aa79-e94588adcd28/TCGA-EE-A17Y-06Z-00-DX1.0D310813-3A45-4B49-8338-8146F9760BE4,1
99fdb523-1606-46a3-b531-16bb0aacd0a7/TCGA-FS-A1ZW-06Z-00-DX3.92935375-C146-4E55-B27C-70017227B5A2,0
9df5a389-f540-42e5-8f9c-d61adda9aee9/TCGA-D3-A1Q9-06Z-00-DX1.DBECA4A2-6BCF-4EA3-91F5-10E7F93DDD23,1
9e02c467-0e19-455c-8de5-14f537a27157/TCGA-D3-A8GI-06Z-00-DX1.CF5E4553-D092-40DD-A610-A1879563C4AC,0
a2d6a7d5-a07a-4da9-ae2d-9ceea6639b36/TCGA-FS-A1ZN-01Z-00-DX5.2BE51074-7E23-41C0-A3EA-1A84BF812048,1
